earning_mode,household_income_2021,debt,age,income
One or More Part-time Jobs,"$15,000 to $24,999",Yes,30.0,18309.0
Unemployed,"Under $15,000",Yes,28.0,7559.0
Family Support,"Under $15,000",Yes,28.0,11467.0
Art Practice,"Under $15,000",Yes,28.0,13069.0
Contracts or Temporary Jobs,"Under $15,000",Yes,28.0,6866.0
Unemployed,"$15,000 to $24,999",No,44.0,16439.0
Art Practice,"$15,000 to $24,999",No,44.0,17343.0
Unemployed,"$50,000 to $74,999",Yes,41.0,67179.0
Family Support,"$50,000 to $74,999",Yes,41.0,61441.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,49.0,22986.0
Art Practice,"Under $15,000",Yes,46.0,12501.0
Contracts or Temporary Jobs,"Under $15,000",Yes,46.0,6017.0
Art Practice,"$25,000 to $34,999",Yes,63.0,31436.0
Unemployed,"$75,000 to $99,999",Yes,32.0,81740.0
Unemployed,"$25,000 to $34,999",Yes,34.0,30700.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,37.0,35179.0
Art Practice,"$15,000 to $24,999",Yes,42.0,21051.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,42.0,22484.0
Unemployed,"$75,000 to $99,999",Yes,44.0,97627.0
Family Support,"$75,000 to $99,999",Yes,44.0,93270.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,44.0,20917.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,22683.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,28.0,23785.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,29.0,27614.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,29.0,26623.0
One or More Part-time Jobs,"Under $15,000",Yes,47.0,9807.0
Other,"$35,000 to $49,999",Yes,39.0,44128.0
Unemployed,"$25,000 to $34,999",Yes,28.0,33829.0
Family Support,"$25,000 to $34,999",Yes,28.0,31992.0
Other,"$15,000 to $24,999",No,60.0,20046.0
Art Practice,"$50,000 to $74,999",No,59.0,63641.0
Contracts or Temporary Jobs,"$50,000 to $74,999",No,59.0,59837.0
Unemployed,"Under $15,000",Yes,26.0,7815.0
Family Support,"Under $15,000",Yes,26.0,3002.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,35.0,27447.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,26.0,15696.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,26.0,22033.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,30.0,27416.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,30.0,33604.0
Unemployed,"$50,000 to $74,999",Yes,29.0,69031.0
Art Practice,"$50,000 to $74,999",Yes,29.0,51890.0
Unemployed,"Under $15,000",Yes,20.0,4727.0
Art Practice,"Under $15,000",Yes,29.0,181.0
Contracts or Temporary Jobs,"Under $15,000",Yes,29.0,12547.0
One or More Part-time Jobs,"Under $15,000",Yes,29.0,389.0
Family Support,"$15,000 to $24,999",Yes,31.0,16542.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,31.0,15339.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,31.0,16186.0
Art Practice,"$15,000 to $24,999",Yes,45.0,20892.0
Art Practice,"$75,000 to $99,999",No,42.0,75003.0
Unemployed,"$25,000 to $34,999",Yes,55.0,26290.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,43.0,28152.0
Unemployed,"$25,000 to $34,999",Yes,43.0,29573.0
Unemployed,"Under $15,000",Yes,36.0,1613.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,39.0,49715.0
Family Support,"$25,000 to $34,999",Yes,41.0,29690.0
One or More Part-time Jobs,"Under $15,000",Yes,64.0,11284.0
Art Practice,"$25,000 to $34,999",Yes,61.0,25292.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,61.0,27634.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,38.0,38409.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,38.0,37899.0
Art Practice,"Under $15,000",No,23.0,11279.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Prefer not to answer ,60.0,22107.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,32.0,36314.0
One or More Part-time Jobs,"$35,000 to $49,999",No,32.0,48775.0
Unemployed,"Under $15,000",Yes,55.0,12205.0
Art Practice,"Under $15,000",Yes,55.0,12400.0
Art Practice,"$35,000 to $49,999",Yes,53.0,42203.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,53.0,43360.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,35.0,16945.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,35.0,20324.0
Unemployed,"Under $15,000",Prefer not to answer ,32.0,7899.0
One or More Part-time Jobs,"Under $15,000",Yes,47.0,11161.0
Fulltime Job,"$25,000 to $34,999",Yes,28.0,30482.0
Other,"$25,000 to $34,999",Yes,28.0,26442.0
Art Practice,"$15,000 to $24,999",Yes,78.0,24664.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,78.0,21753.0
Unemployed,"Under $15,000",Yes,30.0,14827.0
Family Support,"Under $15,000",Yes,30.0,7428.0
Unemployed,"$25,000 to $34,999",Yes,44.0,25307.0
Art Practice,"$25,000 to $34,999",Yes,44.0,25513.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,44.0,31328.0
Unemployed,"$25,000 to $34,999",Yes,68.0,32001.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,23.0,24264.0
Unemployed,"Under $15,000",Yes,33.0,4069.0
Family Support,"Under $15,000",Yes,33.0,12633.0
Contracts or Temporary Jobs,"Under $15,000",Yes,33.0,14628.0
Family Support,"$100,000 to $149,999",Yes,35.0,106981.0
Contracts or Temporary Jobs,"$100,000 to $149,999",Yes,35.0,115933.0
One or More Part-time Jobs,"$100,000 to $149,999",Yes,35.0,121912.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,45.0,17474.0
Fulltime Job,"$35,000 to $49,999",Yes,37.0,47087.0
Contracts or Temporary Jobs,"Under $15,000",Yes,63.0,2047.0
Fulltime Job,"$25,000 to $34,999",Yes,56.0,29211.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,33.0,34619.0
Unemployed,"$15,000 to $24,999",No,35.0,22695.0
Family Support,"$15,000 to $24,999",No,35.0,15923.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,35.0,15421.0
Family Support,"Under $15,000",Yes,25.0,4449.0
Fulltime Job,"Under $15,000",Yes,25.0,10969.0
Contracts or Temporary Jobs,"Under $15,000",Yes,25.0,1583.0
Art Practice,"$15,000 to $24,999",Yes,42.0,21479.0
Art Practice,"$35,000 to $49,999",Yes,39.0,44315.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,39.0,43015.0
Art Practice,"$75,000 to $99,999",Yes,45.0,85872.0
Contracts or Temporary Jobs,"$75,000 to $99,999",Yes,45.0,87534.0
One or More Part-time Jobs,"$50,000 to $74,999",No,25.0,52340.0
Art Practice,"$25,000 to $34,999",Yes,33.0,33254.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,33.0,31208.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,23.0,23544.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,23.0,18930.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,30.0,15421.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,30.0,15902.0
Unemployed,"$15,000 to $24,999",Yes,0.0,24051.0
Fulltime Job,"$50,000 to $74,999",Yes,68.0,65403.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,31.0,27021.0
One or More Part-time Jobs,"Under $15,000",Yes,22.0,13261.0
Unemployed,"$15,000 to $24,999",Yes,28.0,24540.0
Art Practice,"$15,000 to $24,999",Yes,28.0,20940.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,16283.0
One or More Part-time Jobs,"Under $15,000",Yes,29.0,4440.0
Art Practice,"$15,000 to $24,999",Yes,29.0,17831.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,29.0,20678.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,29.0,20296.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,50.0,17135.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,50.0,23814.0
Unemployed,"$15,000 to $24,999",Yes,39.0,16300.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,38.0,71399.0
Unemployed,"$25,000 to $34,999",Yes,26.0,33253.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,26.0,28321.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,27.0,23994.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,27.0,15374.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,48.0,19791.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,48.0,23095.0
Fulltime Job,"$35,000 to $49,999",Yes,21.0,44152.0
Fulltime Job,"$35,000 to $49,999",Yes,36.0,36150.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,61.0,15940.0
Other,"$15,000 to $24,999",Yes,61.0,19038.0
One or More Part-time Jobs,"$25,000 to $34,999",No,25.0,33589.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,39.0,31041.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,27.0,42843.0
Unemployed,"$15,000 to $24,999",No,32.0,16148.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,51.0,31396.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,51.0,28655.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,49.0,15429.0
Fulltime Job,"Under $15,000",Yes,23.0,5820.0
Contracts or Temporary Jobs,"Under $15,000",Yes,23.0,213.0
One or More Part-time Jobs,"Under $15,000",Yes,23.0,4518.0
Art Practice,"$35,000 to $49,999",Yes,35.0,46767.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,35.0,36599.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,35.0,45171.0
Unemployed,"$35,000 to $49,999",Prefer not to answer ,38.0,40925.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,53.0,18076.0
Unemployed,"$15,000 to $24,999",Yes,39.0,24548.0
Art Practice,"$15,000 to $24,999",Yes,39.0,24275.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,39.0,20459.0
Other,"Under $15,000",No,75.0,8152.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,25.0,27346.0
Unemployed,"$35,000 to $49,999",Prefer not to answer ,60.0,44486.0
Contracts or Temporary Jobs,"Under $15,000",Yes,48.0,9951.0
Fulltime Job,"Under $15,000",No,23.0,2752.0
Contracts or Temporary Jobs,"Under $15,000",No,23.0,1372.0
Other,"$15,000 to $24,999",Yes,36.0,21257.0
Fulltime Job,"Under $15,000",Prefer not to answer ,23.0,3061.0
Contracts or Temporary Jobs,"Under $15,000",Prefer not to answer ,23.0,4526.0
One or More Part-time Jobs,"Under $15,000",Prefer not to answer ,23.0,8951.0
Art Practice,"$35,000 to $49,999",No,44.0,37380.0
One or More Part-time Jobs,"$35,000 to $49,999",No,44.0,44739.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,31.0,42802.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,31.0,43791.0
Unemployed,"$25,000 to $34,999",Yes,28.0,26801.0
Art Practice,"$25,000 to $34,999",Yes,28.0,34670.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,28.0,29707.0
Contracts or Temporary Jobs,"Under $15,000",Yes,60.0,13274.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,23.0,15110.0
Unemployed,"$15,000 to $24,999",Yes,32.0,23068.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,32.0,20833.0
Art Practice,"Under $15,000",Yes,31.0,9093.0
Contracts or Temporary Jobs,"Under $15,000",Yes,31.0,4794.0
Other,"Under $15,000",Yes,31.0,2102.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,47.0,30054.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,47.0,25941.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,25.0,21080.0
One or More Part-time Jobs,"$15,000 to $24,999",No,25.0,23109.0
Unemployed,"$15,000 to $24,999",Yes,41.0,24196.0
Unemployed,"Under $15,000",Yes,39.0,9440.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,25.0,20607.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,25.0,19116.0
Art Practice,"$15,000 to $24,999",Yes,39.0,16977.0
Fulltime Job,"$15,000 to $24,999",Yes,39.0,18513.0
Family Support,"$25,000 to $34,999",Yes,41.0,29365.0
Unemployed,"$15,000 to $24,999",Yes,24.0,15967.0
Unemployed,"$25,000 to $34,999",Yes,60.0,34724.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,38.0,31815.0
One or More Part-time Jobs,"Under $15,000",Yes,20.0,951.0
One or More Part-time Jobs,"Over $150,000",Yes,75.0,202249.0
Other,"Under $15,000",Yes,29.0,1565.0
One or More Part-time Jobs,"Under $15,000",No,61.0,129.0
Fulltime Job,"$25,000 to $34,999",Yes,41.0,34186.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,41.0,34967.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,41.0,32015.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,36.0,42373.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,36.0,35338.0
Family Support,"$25,000 to $34,999",No,43.0,31763.0
Fulltime Job,"$75,000 to $99,999",Prefer not to answer ,43.0,80619.0
Contracts or Temporary Jobs,"$75,000 to $99,999",Prefer not to answer ,43.0,95605.0
Unemployed,"$15,000 to $24,999",Yes,57.0,19324.0
Art Practice,"$15,000 to $24,999",Yes,57.0,16860.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,57.0,24419.0
Other,"Under $15,000",Yes,61.0,9438.0
Unemployed,"$35,000 to $49,999",No,35.0,41416.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,35.0,44209.0
Art Practice,"$25,000 to $34,999",Prefer not to answer ,36.0,31168.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Prefer not to answer ,36.0,32649.0
One or More Part-time Jobs,"$25,000 to $34,999",Prefer not to answer ,36.0,26060.0
Art Practice,"$35,000 to $49,999",Yes,36.0,49319.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,36.0,49908.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,36.0,38720.0
Art Practice,"$15,000 to $24,999",Yes,23.0,21955.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,23.0,19496.0
One or More Part-time Jobs,"Under $15,000",No,18.0,5175.0
Unemployed,"Under $15,000",No,61.0,465.0
One or More Part-time Jobs,"Under $15,000",No,61.0,4069.0
Other,"Under $15,000",No,61.0,8682.0
Fulltime Job,"$35,000 to $49,999",Yes,30.0,47458.0
Art Practice,"$15,000 to $24,999",Yes,34.0,15858.0
Unemployed,"Under $15,000",Yes,30.0,4362.0
Art Practice,"Under $15,000",Yes,30.0,3388.0
Fulltime Job,"$75,000 to $99,999",Yes,40.0,92002.0
Family Support,"$50,000 to $74,999",Yes,31.0,71256.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,31.0,63374.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,39.0,25281.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,39.0,28031.0
Unemployed,"$15,000 to $24,999",No,25.0,18140.0
Other,"$15,000 to $24,999",No,25.0,17529.0
Family Support,"$15,000 to $24,999",Yes,24.0,24469.0
Art Practice,"$15,000 to $24,999",Yes,24.0,23735.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,24.0,15819.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,27.0,21741.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,27.0,24163.0
Fulltime Job,"$15,000 to $24,999",No,47.0,16252.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,43.0,19216.0
Other,"$50,000 to $74,999",Yes,32.0,70384.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,37.0,15129.0
Fulltime Job,"$25,000 to $34,999",Yes,30.0,28040.0
Contracts or Temporary Jobs,"Under $15,000",Yes,40.0,10269.0
Family Support,"$15,000 to $24,999",Yes,31.0,21009.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,31.0,20344.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,31.0,21961.0
Other,"$15,000 to $24,999",Yes,43.0,16089.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,29.0,29529.0
One or More Part-time Jobs,"$25,000 to $34,999",No,29.0,34695.0
Fulltime Job,"$15,000 to $24,999",Yes,21.0,19666.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,21.0,21542.0
Fulltime Job,"Under $15,000",Yes,33.0,5539.0
Contracts or Temporary Jobs,"Under $15,000",Yes,32.0,579.0
Unemployed,"$25,000 to $34,999",Yes,32.0,29013.0
Contracts or Temporary Jobs,"Under $15,000",Yes,29.0,11241.0
Unemployed,"Under $15,000",Yes,32.0,1032.0
Contracts or Temporary Jobs,"Under $15,000",Yes,32.0,2723.0
One or More Part-time Jobs,"Under $15,000",Yes,32.0,6783.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,35.0,18159.0
Art Practice,"Under $15,000",No,55.0,13611.0
Contracts or Temporary Jobs,"Under $15,000",No,55.0,11419.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Prefer not to answer ,35.0,20670.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,23.0,17944.0
One or More Part-time Jobs,"$15,000 to $24,999",No,23.0,21330.0
Art Practice,"$35,000 to $49,999",No,54.0,44146.0
Fulltime Job,"$35,000 to $49,999",Prefer not to answer ,24.0,42487.0
Other,"$35,000 to $49,999",Prefer not to answer ,24.0,36315.0
Art Practice,"$15,000 to $24,999",No,38.0,21561.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,38.0,24548.0
Unemployed,"$25,000 to $34,999",No,42.0,25906.0
Contracts or Temporary Jobs,"$25,000 to $34,999",No,42.0,34167.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,29.0,44966.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,29.0,40569.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,26.0,18675.0
Unemployed,"Under $15,000",Yes,44.0,7754.0
Other,"Under $15,000",Yes,44.0,3380.0
Unemployed,"$25,000 to $34,999",Yes,44.0,33562.0
Art Practice,"$25,000 to $34,999",Yes,44.0,25578.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,28.0,23546.0
One or More Part-time Jobs,"$15,000 to $24,999",No,28.0,16602.0
Unemployed,"$35,000 to $49,999",Yes,60.0,35296.0
Other,"$35,000 to $49,999",Yes,60.0,46528.0
Unemployed,"Under $15,000",Yes,52.0,14052.0
Unemployed,"$25,000 to $34,999",Yes,45.0,29642.0
Art Practice,"$25,000 to $34,999",Yes,45.0,33636.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,45.0,26003.0
Fulltime Job,"Over $150,000",Yes,36.0,185218.0
Contracts or Temporary Jobs,"Over $150,000",Yes,36.0,176024.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,40.0,21820.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,40.0,21489.0
Contracts or Temporary Jobs,"$35,000 to $49,999",No,36.0,46052.0
One or More Part-time Jobs,"$35,000 to $49,999",No,36.0,48183.0
Unemployed,"$50,000 to $74,999",Yes,61.0,67378.0
Family Support,"$50,000 to $74,999",Yes,61.0,55316.0
Other,"$50,000 to $74,999",Yes,61.0,63650.0
Unemployed,"$25,000 to $34,999",No,36.0,30804.0
One or More Part-time Jobs,"Under $15,000",No,23.0,7873.0
Unemployed,"$35,000 to $49,999",Yes,57.0,47346.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,57.0,47644.0
Unemployed,"Under $15,000",Prefer not to answer ,28.0,7152.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,34.0,27830.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,34.0,28994.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,60.0,23329.0
Unemployed,"Under $15,000",Yes,70.0,8361.0
Family Support,"Under $15,000",Yes,70.0,12845.0
Unemployed,"Under $15,000",No,56.0,2114.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,40.0,28805.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,50.0,32136.0
Fulltime Job,"$15,000 to $24,999",Yes,26.0,23540.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,72.0,36829.0
Other,"$35,000 to $49,999",Yes,72.0,47015.0
Family Support,"$25,000 to $34,999",Yes,33.0,31301.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,33.0,25406.0
Art Practice,"$15,000 to $24,999",Yes,39.0,24793.0
Contracts or Temporary Jobs,"Under $15,000",Yes,43.0,4610.0
Other,"$25,000 to $34,999",Yes,28.0,25620.0
Unemployed,"$35,000 to $49,999",No,33.0,36862.0
Other,"$35,000 to $49,999",No,33.0,42668.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,28.0,23889.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,28.0,23177.0
Unemployed,"$25,000 to $34,999",Yes,29.0,28850.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,38.0,16533.0
Fulltime Job,"$35,000 to $49,999",Yes,24.0,39413.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,57.0,33282.0
Unemployed,"$15,000 to $24,999",Yes,33.0,18904.0
Contracts or Temporary Jobs,"$15,000 to $24,999",Yes,30.0,20488.0
One or More Part-time Jobs,"$15,000 to $24,999",Yes,30.0,20124.0
One or More Part-time Jobs,"$25,000 to $34,999",No,34.0,26306.0
Other,"$15,000 to $24,999",Yes,61.0,24172.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,31.0,34898.0
One or More Part-time Jobs,"$25,000 to $34,999",Yes,31.0,27830.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,36.0,69451.0
Unemployed,"Under $15,000",Yes,36.0,304.0
One or More Part-time Jobs,"$75,000 to $99,999",Yes,54.0,95092.0
Contracts or Temporary Jobs,"$100,000 to $149,999",No,43.0,118142.0
Contracts or Temporary Jobs,"$15,000 to $24,999",No,27.0,18068.0
One or More Part-time Jobs,"$15,000 to $24,999",No,27.0,19454.0
Family Support,"$100,000 to $149,999",Yes,63.0,149798.0
One or More Part-time Jobs,"$100,000 to $149,999",Yes,63.0,144059.0
Contracts or Temporary Jobs,"$75,000 to $99,999",Yes,49.0,81650.0
One or More Part-time Jobs,"$75,000 to $99,999",Yes,49.0,94371.0
One or More Part-time Jobs,"$75,000 to $99,999",Yes,67.0,91985.0
Family Support,"Over $150,000",Yes,45.0,197798.0
Contracts or Temporary Jobs,"Over $150,000",Yes,45.0,152250.0
Contracts or Temporary Jobs,"$35,000 to $49,999",Yes,29.0,36967.0
One or More Part-time Jobs,"$35,000 to $49,999",Yes,29.0,44650.0
Fulltime Job,"$35,000 to $49,999",Yes,34.0,46679.0
Unemployed,"Under $15,000",No,48.0,11787.0
Art Practice,"Under $15,000",No,48.0,11139.0
One or More Part-time Jobs,"$15,000 to $24,999",No,35.0,18673.0
Unemployed,"Under $15,000",Yes,51.0,4443.0
Unemployed,"$50,000 to $74,999",Yes,38.0,59136.0
Art Practice,"$50,000 to $74,999",Yes,38.0,74370.0
Contracts or Temporary Jobs,"$50,000 to $74,999",Yes,38.0,73057.0
Art Practice,"$25,000 to $34,999",Yes,51.0,26565.0
Unemployed,"Under $15,000",Yes,49.0,3763.0
Unemployed,"Under $15,000",Yes,22.0,3608.0
Contracts or Temporary Jobs,"Under $15,000",Yes,22.0,8330.0
Fulltime Job,"Under $15,000",Yes,28.0,935.0
Other,"Under $15,000",Yes,28.0,7219.0
Unemployed,"$15,000 to $24,999",Yes,36.0,20941.0
Art Practice,"$15,000 to $24,999",Yes,36.0,22061.0
Unemployed,"$25,000 to $34,999",Yes,41.0,25958.0
Contracts or Temporary Jobs,"$25,000 to $34,999",Yes,41.0,29412.0
Contracts or Temporary Jobs,"Under $15,000",Yes,34.0,6665.0
One or More Part-time Jobs,"Under $15,000",Yes,34.0,540.0
